size = 2030,
ITEM = {slot = 1, stringID = traptrack, amount = 1},
ITEM = {slot = 927, stringID = mug, amount = 1},
ITEM = {slot = 928, stringID = chickencutletdish, amount = 1},
ITEM = {slot = 929, stringID = palmwall, amount = 1},
ITEM = {slot = 930, stringID = essenceofperspective, amount = 1},
ITEM = {slot = 931, stringID = myceliumgreatbow, amount = 1},
ITEM = {slot = 932, stringID = willowclock, amount = 1},
ITEM = {slot = 933, stringID = steak, amount = 1},
ITEM = {slot = 934, stringID = woodfloor, amount = 1},
ITEM = {slot = 935, stringID = alienmask, amount = 1},
ITEM = {slot = 936, stringID = bamboochair, amount = 1},
ITEM = {slot = 937, stringID = deepsnowstonearrowtrap, amount = 1},
ITEM = {slot = 938, stringID = deadwoodfloor, amount = 1},
ITEM = {slot = 939, stringID = goldcrown, amount = 1},
ITEM = {slot = 940, stringID = nightsteelmask, amount = 1},
ITEM = {slot = 941, stringID = deeprocktile, amount = 1},
ITEM = {slot = 942, stringID = desertcandlepedestal, amount = 1},
ITEM = {slot = 943, stringID = mapledesk, amount = 1},
ITEM = {slot = 944, stringID = bannerofspeed, amount = 1},
ITEM = {slot = 945, stringID = tungstengreatbow, amount = 1},
ITEM = {slot = 946, stringID = snowcaverock, amount = 1},
ITEM = {slot = 947, stringID = sandtile, amount = 1},
ITEM = {slot = 948, stringID = woodpressureplate, amount = 1},
ITEM = {slot = 949, stringID = wheatseed, amount = 1},
ITEM = {slot = 950, stringID = birchsapling, amount = 1},
ITEM = {slot = 951, stringID = foresthedgegate, amount = 1},
ITEM = {slot = 952, stringID = spidernesttile, amount = 1},
ITEM = {slot = 953, stringID = swampcaverock, amount = 1},
ITEM = {slot = 954, stringID = reddiningset, amount = 1},
ITEM = {slot = 955, stringID = amethystcluster, amount = 1},
ITEM = {slot = 956, stringID = frostsword, amount = 1},
ITEM = {slot = 957, stringID = paintingheart, amount = 1},
ITEM = {slot = 958, stringID = oakbed, amount = 1},
ITEM = {slot = 959, stringID = willowmodulartable, amount = 1},
ITEM = {slot = 960, stringID = carrot, amount = 1},
ITEM = {slot = 961, stringID = cattail, amount = 1},
ITEM = {slot = 962, stringID = sandbrick, amount = 1},
ITEM = {slot = 963, stringID = dinoplush, amount = 1},
ITEM = {slot = 964, stringID = sandstonepressureplate, amount = 1},
ITEM = {slot = 965, stringID = egg, amount = 1},
ITEM = {slot = 966, stringID = sprucechair, amount = 1},
ITEM = {slot = 967, stringID = explorercloak, amount = 1},
ITEM = {slot = 968, stringID = voidstaff, amount = 1},
ITEM = {slot = 969, stringID = abyssalcloak, amount = 1},
ITEM = {slot = 970, stringID = palmchest, amount = 1},
ITEM = {slot = 971, stringID = ivyspear, amount = 1},
ITEM = {slot = 972, stringID = sandstonebrickfloor, amount = 1},
ITEM = {slot = 973, stringID = bloodfountain, amount = 1},
ITEM = {slot = 974, stringID = primordialessence, amount = 1},
ITEM = {slot = 975, stringID = lifequartzdeepswamprock, amount = 1},
ITEM = {slot = 976, stringID = theravensnest, amount = 1},
ITEM = {slot = 977, stringID = bamboodinnertable, amount = 1},
ITEM = {slot = 978, stringID = glacialcirclet, amount = 1},
ITEM = {slot = 979, stringID = deepfriedchicken, amount = 1},
ITEM = {slot = 980, stringID = depthscatcher, amount = 1},
ITEM = {slot = 981, stringID = sprucechest, amount = 1},
ITEM = {slot = 982, stringID = gunslingerboots, amount = 1},
ITEM = {slot = 983, stringID = spidercastledoor, amount = 1},
ITEM = {slot = 984, stringID = foolsgambit, amount = 1},
ITEM = {slot = 985, stringID = deadwooddisplay, amount = 1},
ITEM = {slot = 986, stringID = topazstaff, amount = 1},
ITEM = {slot = 987, stringID = spaceboots, amount = 1},
ITEM = {slot = 988, stringID = plaguemask, amount = 1},
ITEM = {slot = 989, stringID = snowstonedoorlocked, amount = 1},
ITEM = {slot = 990, stringID = spikedboots, amount = 1},
ITEM = {slot = 991, stringID = sharpshootercoat, amount = 1},
ITEM = {slot = 992, stringID = soulseedcrown, amount = 1},
ITEM = {slot = 993, stringID = swamplarva, amount = 1},
ITEM = {slot = 994, stringID = exoticseeds, amount = 1},
ITEM = {slot = 995, stringID = snowstonepressureplate, amount = 1},
ITEM = {slot = 996, stringID = apprenticescroll, amount = 1},
ITEM = {slot = 997, stringID = walltorch, amount = 1},
ITEM = {slot = 998, stringID = bambootree, amount = 1},
ITEM = {slot = 999, stringID = ancientpillar, amount = 1},
ITEM = {slot = 1000, stringID = ravenlordsheaddress, amount = 1},
ITEM = {slot = 1001, stringID = bonebench, amount = 1},
ITEM = {slot = 1002, stringID = farmershirt, amount = 1},
ITEM = {slot = 1003, stringID = villagemap, amount = 1},
ITEM = {slot = 1004, stringID = guardianheart, amount = 1},
ITEM = {slot = 1005, stringID = amethystsword, amount = 1},
ITEM = {slot = 1006, stringID = bamboodoor, amount = 1},
ITEM = {slot = 1007, stringID = beetglassdisplay, amount = 1},
ITEM = {slot = 1008, stringID = dungeondinnertable, amount = 1},
ITEM = {slot = 1009, stringID = xorgate, amount = 1},
ITEM = {slot = 1010, stringID = parisiansteak, amount = 1},
ITEM = {slot = 1011, stringID = thiefscloak, amount = 1},
ITEM = {slot = 1012, stringID = ironorerock, amount = 1},
ITEM = {slot = 1013, stringID = palmdresser, amount = 1},
ITEM = {slot = 1014, stringID = widowboots, amount = 1},
ITEM = {slot = 1015, stringID = missionboard, amount = 1},
ITEM = {slot = 1016, stringID = altardust, amount = 1},
ITEM = {slot = 1017, stringID = firemone, amount = 1},
ITEM = {slot = 1018, stringID = spidercastlechair, amount = 1},
ITEM = {slot = 1019, stringID = ironboots, amount = 1},
ITEM = {slot = 1020, stringID = thorns, amount = 1},
ITEM = {slot = 1021, stringID = luckycape, amount = 1},
ITEM = {slot = 1022, stringID = farmland, amount = 1},
ITEM = {slot = 1023, stringID = obsidianrock, amount = 1},
ITEM = {slot = 1024, stringID = golddinnertable, amount = 1},
ITEM = {slot = 1025, stringID = glacialgreatsword, amount = 1},
ITEM = {slot = 1026, stringID = siphonshield, amount = 1},
ITEM = {slot = 1027, stringID = largeeggcellentbanner, amount = 1},
ITEM = {slot = 1028, stringID = countdowngate, amount = 1},
ITEM = {slot = 1029, stringID = runeboundhood, amount = 1},
ITEM = {slot = 1030, stringID = druidsgreatbow, amount = 1},
ITEM = {slot = 1031, stringID = ancientruinfloor, amount = 1},
ITEM = {slot = 1032, stringID = yellowbook, amount = 1},
ITEM = {slot = 1033, stringID = foresthedge, amount = 1},
ITEM = {slot = 1034, stringID = minersstew, amount = 1},
ITEM = {slot = 1035, stringID = oillantern, amount = 1},
ITEM = {slot = 1036, stringID = blazer, amount = 1},
ITEM = {slot = 1037, stringID = lavatile, amount = 1},
ITEM = {slot = 1038, stringID = cryptcoffin, amount = 1},
ITEM = {slot = 1039, stringID = sapphirestaff, amount = 1},
ITEM = {slot = 1040, stringID = deadwoodbathtub, amount = 1},
ITEM = {slot = 1041, stringID = razoricicle, amount = 1},
ITEM = {slot = 1042, stringID = applesapling, amount = 1},
ITEM = {slot = 1043, stringID = pumpkinmask, amount = 1},
ITEM = {slot = 1044, stringID = ninjahood, amount = 1},
ITEM = {slot = 1045, stringID = dungeonbookshelf, amount = 1},
ITEM = {slot = 1046, stringID = ancientfossilchestplate, amount = 1},
ITEM = {slot = 1047, stringID = omelette, amount = 1},
ITEM = {slot = 1048, stringID = glacialoredeepsnowrock, amount = 1},
ITEM = {slot = 1049, stringID = spiderrock, amount = 1},
ITEM = {slot = 1050, stringID = icedoorlocked, amount = 1},
ITEM = {slot = 1051, stringID = wooddoorlocked, amount = 1},
ITEM = {slot = 1052, stringID = moonpath, amount = 1},
ITEM = {slot = 1053, stringID = overgrowngrasstile, amount = 1},
ITEM = {slot = 1054, stringID = turban, amount = 1},
ITEM = {slot = 1055, stringID = beehive, amount = 1},
ITEM = {slot = 1056, stringID = zephyrboots, amount = 1},
ITEM = {slot = 1057, stringID = dungeondoorlocked, amount = 1},
ITEM = {slot = 1058, stringID = froststaff, amount = 1},
ITEM = {slot = 1059, stringID = grizzlycub, amount = 1},
ITEM = {slot = 1060, stringID = ascendedcorruption, amount = 1},
ITEM = {slot = 1061, stringID = roastedpork, amount = 1},
ITEM = {slot = 1062, stringID = delaygate, amount = 1},
ITEM = {slot = 1063, stringID = largepiratebanner, amount = 1},
ITEM = {slot = 1064, stringID = webpotion, amount = 1},
ITEM = {slot = 1065, stringID = invisibilitypotion, amount = 1},
ITEM = {slot = 1066, stringID = juniorburger, amount = 1},
ITEM = {slot = 1067, stringID = spaghettibolognese, amount = 1},
ITEM = {slot = 1068, stringID = palmtoilet, amount = 1},
ITEM = {slot = 1069, stringID = rice, amount = 1},
ITEM = {slot = 1070, stringID = runicboulder, amount = 1},
ITEM = {slot = 1071, stringID = bamboodoorlocked, amount = 1},
ITEM = {slot = 1072, stringID = razorbladeboomerang, amount = 1},
ITEM = {slot = 1073, stringID = inefficientfeather, amount = 1},
ITEM = {slot = 1074, stringID = bonebed, amount = 1},
ITEM = {slot = 1075, stringID = nightsteelchestplate, amount = 1},
ITEM = {slot = 1076, stringID = magicfoci, amount = 1},
ITEM = {slot = 1077, stringID = ironfencegate, amount = 1},
ITEM = {slot = 1078, stringID = paintingcooljonas, amount = 1},
ITEM = {slot = 1079, stringID = fakefangs, amount = 1},
ITEM = {slot = 1080, stringID = roastedmutton, amount = 1},
ITEM = {slot = 1081, stringID = spidercastlecandelabra, amount = 1},
ITEM = {slot = 1082, stringID = fireresistancepotion, amount = 1},
ITEM = {slot = 1083, stringID = glacialbow, amount = 1},
ITEM = {slot = 1084, stringID = phantomcaller, amount = 1},
ITEM = {slot = 1085, stringID = caveglowflask, amount = 1},
ITEM = {slot = 1086, stringID = sickle, amount = 1},
ITEM = {slot = 1087, stringID = popcorn, amount = 1},
ITEM = {slot = 1088, stringID = toolextender, amount = 1},
ITEM = {slot = 1089, stringID = ammobag, amount = 1},
ITEM = {slot = 1090, stringID = stackedbooks, amount = 1},
ITEM = {slot = 1091, stringID = wormbait, amount = 1},
ITEM = {slot = 1092, stringID = captainsboots, amount = 1},
ITEM = {slot = 1093, stringID = ivygreatbow, amount = 1},
ITEM = {slot = 1094, stringID = ironbar, amount = 1},
ITEM = {slot = 1095, stringID = miningcharm, amount = 1},
ITEM = {slot = 1096, stringID = reanimationbow, amount = 1},
ITEM = {slot = 1097, stringID = hardboiledegg, amount = 1},
ITEM = {slot = 1098, stringID = frogmask, amount = 1},
ITEM = {slot = 1099, stringID = roastedduck, amount = 1},
ITEM = {slot = 1100, stringID = dryadpickaxe, amount = 1},
ITEM = {slot = 1101, stringID = palmcabinet, amount = 1},
ITEM = {slot = 1102, stringID = willowlog, amount = 1},
ITEM = {slot = 1103, stringID = deadwoodcandelabra, amount = 1},
ITEM = {slot = 1104, stringID = widowchestplate, amount = 1},
ITEM = {slot = 1105, stringID = nightsteelcirclet, amount = 1},
ITEM = {slot = 1106, stringID = onionseed, amount = 1},
ITEM = {slot = 1107, stringID = anchorandchain, amount = 1},
ITEM = {slot = 1108, stringID = bannerofwar, amount = 1},
ITEM = {slot = 1109, stringID = safarishoes, amount = 1},
ITEM = {slot = 1110, stringID = templefirechalice, amount = 1},
ITEM = {slot = 1111, stringID = oaklog, amount = 1},
ITEM = {slot = 1112, stringID = bonedisplay, amount = 1},
ITEM = {slot = 1113, stringID = waterlantern, amount = 1},
ITEM = {slot = 1114, stringID = dryadpath, amount = 1},
ITEM = {slot = 1115, stringID = sprucetree, amount = 1},
ITEM = {slot = 1116, stringID = dragonsrebound, amount = 1},
ITEM = {slot = 1117, stringID = cryoglaive, amount = 1},
ITEM = {slot = 1118, stringID = greaterattackspeedpotion, amount = 1},
ITEM = {slot = 1119, stringID = arcanicwall, amount = 1},
ITEM = {slot = 1120, stringID = wormcarapace, amount = 1},
ITEM = {slot = 1121, stringID = air, amount = 1},
ITEM = {slot = 1122, stringID = sandstone, amount = 1},
ITEM = {slot = 1123, stringID = groundcoffee, amount = 1},
ITEM = {slot = 1124, stringID = sprucesapling, amount = 1},
ITEM = {slot = 1125, stringID = ancestorsrobe, amount = 1},
ITEM = {slot = 1126, stringID = arachnidwebbow, amount = 1},
ITEM = {slot = 1127, stringID = arcaniclamp, amount = 1},
ITEM = {slot = 1128, stringID = potato, amount = 1},
ITEM = {slot = 1129, stringID = empressmask, amount = 1},
ITEM = {slot = 1130, stringID = infiniterope, amount = 1},
ITEM = {slot = 1131, stringID = dryadarrowtrap, amount = 1},
ITEM = {slot = 1132, stringID = labboots, amount = 1},
ITEM = {slot = 1133, stringID = omnicrystal, amount = 1},
ITEM = {slot = 1134, stringID = tophat, amount = 1},
ITEM = {slot = 1135, stringID = stonecandlepedestal, amount = 1},
ITEM = {slot = 1136, stringID = stonetiledfloor, amount = 1},
ITEM = {slot = 1137, stringID = christmascrate, amount = 1},
ITEM = {slot = 1138, stringID = topazclusterpure, amount = 1},
ITEM = {slot = 1139, stringID = deepsandstonedoorlocked, amount = 1},
ITEM = {slot = 1140, stringID = minerhat, amount = 1},
ITEM = {slot = 1141, stringID = cryowitchrobe, amount = 1},
ITEM = {slot = 1142, stringID = redyarncarpet, amount = 1},
ITEM = {slot = 1143, stringID = cartographertable, amount = 1},
ITEM = {slot = 1144, stringID = cheeseburger, amount = 1},
ITEM = {slot = 1145, stringID = pharaohssandals, amount = 1},
ITEM = {slot = 1146, stringID = topazclustersmall, amount = 1},
ITEM = {slot = 1147, stringID = ironstreetlamp, amount = 1},
ITEM = {slot = 1148, stringID = sandstonepathtile, amount = 1},
ITEM = {slot = 1149, stringID = stewpot, amount = 1},
ITEM = {slot = 1150, stringID = thecrimsonsky, amount = 1},
ITEM = {slot = 1151, stringID = coppershovel, amount = 1},
ITEM = {slot = 1152, stringID = piratebandanawitheyepatch, amount = 1},
ITEM = {slot = 1153, stringID = crimsonhat, amount = 1},
ITEM = {slot = 1154, stringID = deepswampstonefloor, amount = 1},
ITEM = {slot = 1155, stringID = cavemapletree, amount = 1},
ITEM = {slot = 1156, stringID = lifequartz, amount = 1},
ITEM = {slot = 1157, stringID = net, amount = 1},
ITEM = {slot = 1158, stringID = snowsurfacerock, amount = 1},
ITEM = {slot = 1159, stringID = alchemyshardspiderrock, amount = 1},
ITEM = {slot = 1160, stringID = runeboundleatherchest, amount = 1},
ITEM = {slot = 1161, stringID = deepcaverock, amount = 1},
ITEM = {slot = 1162, stringID = alchemysharddeepsandstonerock, amount = 1},
ITEM = {slot = 1163, stringID = copperpickaxe, amount = 1},
ITEM = {slot = 1164, stringID = swampstoneflametrap, amount = 1},
ITEM = {slot = 1165, stringID = velourcarpet, amount = 1},
ITEM = {slot = 1166, stringID = lifeelixir, amount = 1},
ITEM = {slot = 1167, stringID = minerboots, amount = 1},
ITEM = {slot = 1168, stringID = dungeonvoidtrap, amount = 1},
ITEM = {slot = 1169, stringID = crimsonrobe, amount = 1},
ITEM = {slot = 1170, stringID = runeboundboots, amount = 1},
ITEM = {slot = 1171, stringID = ascendedshard, amount = 1},
ITEM = {slot = 1172, stringID = tungstenspear, amount = 1},
ITEM = {slot = 1173, stringID = jesterboots, amount = 1},
ITEM = {slot = 1174, stringID = tungstenanvil, amount = 1},
ITEM = {slot = 1175, stringID = voidpouch, amount = 1},
ITEM = {slot = 1176, stringID = farmerhat, amount = 1},
ITEM = {slot = 1177, stringID = rootsalad, amount = 1},
ITEM = {slot = 1178, stringID = fruitsmoothie, amount = 1},
ITEM = {slot = 1179, stringID = dawndoor, amount = 1},
ITEM = {slot = 1180, stringID = homestone, amount = 1},
ITEM = {slot = 1181, stringID = oakdinnertable, amount = 1},
ITEM = {slot = 1182, stringID = swampstonewall, amount = 1},
ITEM = {slot = 1183, stringID = alchemysharddeeprock, amount = 1},
ITEM = {slot = 1184, stringID = ninjastar, amount = 1},
ITEM = {slot = 1185, stringID = halffish, amount = 1},
ITEM = {slot = 1186, stringID = experimentalroot, amount = 1},
ITEM = {slot = 1187, stringID = bigtent, amount = 1},
ITEM = {slot = 1188, stringID = bananatree, amount = 1},
ITEM = {slot = 1189, stringID = lifeline, amount = 1},
ITEM = {slot = 1190, stringID = woolcarpet, amount = 1},
ITEM = {slot = 1191, stringID = basalt, amount = 1},
ITEM = {slot = 1192, stringID = norgate, amount = 1},
ITEM = {slot = 1193, stringID = sapphirerevolver, amount = 1},
ITEM = {slot = 1194, stringID = demonicboots, amount = 1},
ITEM = {slot = 1195, stringID = palmchair, amount = 1},
ITEM = {slot = 1196, stringID = dryadclock, amount = 1},
ITEM = {slot = 1197, stringID = snowhedgegate, amount = 1},
ITEM = {slot = 1198, stringID = raincoat, amount = 1},
ITEM = {slot = 1199, stringID = pastbehindglassvinyl, amount = 1},
ITEM = {slot = 1200, stringID = quartz, amount = 1},
ITEM = {slot = 1201, stringID = graniterocktile, amount = 1},
ITEM = {slot = 1202, stringID = deadwooddesk, amount = 1},
ITEM = {slot = 1203, stringID = dryaddoorlocked, amount = 1},
ITEM = {slot = 1204, stringID = orbofslimes, amount = 1},
ITEM = {slot = 1205, stringID = apiary, amount = 1},
ITEM = {slot = 1206, stringID = chieftainsthrone, amount = 1},
ITEM = {slot = 1207, stringID = arcaniccolumn, amount = 1},
ITEM = {slot = 1208, stringID = fallingicicletrigger, amount = 1},
ITEM = {slot = 1209, stringID = ironaxe, amount = 1},
ITEM = {slot = 1210, stringID = caverock, amount = 1},
ITEM = {slot = 1211, stringID = raveneffigy, amount = 1},
ITEM = {slot = 1212, stringID = sharpshooterhat, amount = 1},
ITEM = {slot = 1213, stringID = birchdisplay, amount = 1},
ITEM = {slot = 1214, stringID = cheese, amount = 1},
ITEM = {slot = 1215, stringID = bannerofdamage, amount = 1},
ITEM = {slot = 1216, stringID = spacehelmet, amount = 1},
ITEM = {slot = 1217, stringID = myceliumaxe, amount = 1},
ITEM = {slot = 1218, stringID = apiaryframe, amount = 1},
ITEM = {slot = 1219, stringID = rockfish, amount = 1},
ITEM = {slot = 1220, stringID = deepswampstonearrowtrap, amount = 1},
ITEM = {slot = 1221, stringID = snowcloak, amount = 1},
ITEM = {slot = 1222, stringID = decayingleaf, amount = 1},
ITEM = {slot = 1223, stringID = causticexecutioner, amount = 1},
ITEM = {slot = 1224, stringID = lavapath, amount = 1},
ITEM = {slot = 1225, stringID = frostboots, amount = 1},
ITEM = {slot = 1226, stringID = cowskeleton, amount = 1},
ITEM = {slot = 1227, stringID = ivygreatsword, amount = 1},
ITEM = {slot = 1228, stringID = plainsgrass, amount = 1},
ITEM = {slot = 1229, stringID = swamptome, amount = 1},
ITEM = {slot = 1230, stringID = bonebathtub, amount = 1},
ITEM = {slot = 1231, stringID = gelatincasings, amount = 1},
ITEM = {slot = 1232, stringID = manapotion, amount = 1},
ITEM = {slot = 1233, stringID = bamboobathtub, amount = 1},
ITEM = {slot = 1234, stringID = telescope, amount = 1},
ITEM = {slot = 1235, stringID = nightpiercer, amount = 1},
ITEM = {slot = 1236, stringID = woodspear, amount = 1},
ITEM = {slot = 1237, stringID = ravenlordsboots, amount = 1},
ITEM = {slot = 1238, stringID = cookies, amount = 1},
ITEM = {slot = 1239, stringID = dungeonchair, amount = 1},
ITEM = {slot = 1240, stringID = antiquerifle, amount = 1},
ITEM = {slot = 1241, stringID = thesoulstorm, amount = 1},
ITEM = {slot = 1242, stringID = oakcabinet, amount = 1},
ITEM = {slot = 1243, stringID = rawmutton, amount = 1},
ITEM = {slot = 1244, stringID = hunterhoodmask, amount = 1},
ITEM = {slot = 1245, stringID = ironsword, amount = 1},
ITEM = {slot = 1246, stringID = ladderdown, amount = 1},
ITEM = {slot = 1247, stringID = aliencostumeboots, amount = 1},
ITEM = {slot = 1248, stringID = bamboofloor, amount = 1},
ITEM = {slot = 1249, stringID = challengersbanner, amount = 1},
ITEM = {slot = 1250, stringID = fishandchips, amount = 1},
ITEM = {slot = 1251, stringID = sailorshirt, amount = 1},
ITEM = {slot = 1252, stringID = trainingdummy, amount = 1},
ITEM = {slot = 1253, stringID = agedchampionsword, amount = 1},
ITEM = {slot = 1254, stringID = farmingscythe, amount = 1},
ITEM = {slot = 1255, stringID = stuffedpig, amount = 1},
ITEM = {slot = 1256, stringID = bonearrow, amount = 1},
ITEM = {slot = 1257, stringID = demonicworkstationduo, amount = 1},
ITEM = {slot = 1258, stringID = deepsandstonerock, amount = 1},
ITEM = {slot = 1259, stringID = ironanvil, amount = 1},
ITEM = {slot = 1260, stringID = granitecaverocksmall, amount = 1},
ITEM = {slot = 1261, stringID = largemossysteppingstone, amount = 1},
ITEM = {slot = 1262, stringID = voidboots, amount = 1},
ITEM = {slot = 1263, stringID = obsidianwall, amount = 1},
ITEM = {slot = 1264, stringID = slimehat, amount = 1},
ITEM = {slot = 1265, stringID = paintinglargeabstract, amount = 1},
ITEM = {slot = 1266, stringID = exoticshirt, amount = 1},
ITEM = {slot = 1267, stringID = emeraldgravel, amount = 1},
ITEM = {slot = 1268, stringID = woodencandleset, amount = 1},
ITEM = {slot = 1269, stringID = deadwoodchair, amount = 1},
ITEM = {slot = 1270, stringID = deadwoodlog, amount = 1},
ITEM = {slot = 1271, stringID = coffeebeans, amount = 1},
ITEM = {slot = 1272, stringID = bamboocandelabra, amount = 1},
ITEM = {slot = 1273, stringID = ancestorsboots, amount = 1},
ITEM = {slot = 1274, stringID = willowtreestump, amount = 1},
ITEM = {slot = 1275, stringID = dungeonchest, amount = 1},
ITEM = {slot = 1276, stringID = mossysteppingstones, amount = 1},
ITEM = {slot = 1277, stringID = captainshat, amount = 1},
ITEM = {slot = 1278, stringID = babyswordfish, amount = 1},
ITEM = {slot = 1279, stringID = frostarrow, amount = 1},
ITEM = {slot = 1280, stringID = walllantern, amount = 1},
ITEM = {slot = 1281, stringID = cuttingboard, amount = 1},
ITEM = {slot = 1282, stringID = pinemodulartable, amount = 1},
ITEM = {slot = 1283, stringID = forceofwind, amount = 1},
ITEM = {slot = 1284, stringID = bloodvolley, amount = 1},
ITEM = {slot = 1285, stringID = cactusshield, amount = 1},
ITEM = {slot = 1286, stringID = donut, amount = 1},
ITEM = {slot = 1287, stringID = runicshovel, amount = 1},
ITEM = {slot = 1288, stringID = spelunkerpotion, amount = 1},
ITEM = {slot = 1289, stringID = herring, amount = 1},
ITEM = {slot = 1290, stringID = icetile, amount = 1},
ITEM = {slot = 1291, stringID = minionpotion, amount = 1},
ITEM = {slot = 1292, stringID = piratebandana, amount = 1},
ITEM = {slot = 1293, stringID = ancientruindoor, amount = 1},
ITEM = {slot = 1294, stringID = timergate, amount = 1},
ITEM = {slot = 1295, stringID = duskdoor, amount = 1},
ITEM = {slot = 1296, stringID = clothboots, amount = 1},
ITEM = {slot = 1297, stringID = glacialhelmet, amount = 1},
ITEM = {slot = 1298, stringID = ivyhood, amount = 1},
ITEM = {slot = 1299, stringID = dryadhat, amount = 1},
ITEM = {slot = 1300, stringID = strikebanner, amount = 1},
ITEM = {slot = 1301, stringID = purplecarpet, amount = 1},
ITEM = {slot = 1302, stringID = cryospear, amount = 1},
ITEM = {slot = 1303, stringID = dungeonmodulartable, amount = 1},
ITEM = {slot = 1304, stringID = phantompopper, amount = 1},
ITEM = {slot = 1305, stringID = palmlog, amount = 1},
ITEM = {slot = 1306, stringID = portalflask, amount = 1},
ITEM = {slot = 1307, stringID = arcanicdoorlocked, amount = 1},
ITEM = {slot = 1308, stringID = deadwoodchest, amount = 1},
ITEM = {slot = 1309, stringID = birchtoilet, amount = 1},
ITEM = {slot = 1310, stringID = dawnpath, amount = 1},
ITEM = {slot = 1311, stringID = runichat, amount = 1},
ITEM = {slot = 1312, stringID = amethystgravel, amount = 1},
ITEM = {slot = 1313, stringID = crawlersfoot, amount = 1},
ITEM = {slot = 1314, stringID = appletree, amount = 1},
ITEM = {slot = 1315, stringID = book, amount = 1},
ITEM = {slot = 1316, stringID = thiefscowl, amount = 1},
ITEM = {slot = 1317, stringID = greenwrappingpaper, amount = 1},
ITEM = {slot = 1318, stringID = spidercastlecarpet, amount = 1},
ITEM = {slot = 1319, stringID = slimeum, amount = 1},
ITEM = {slot = 1320, stringID = invasionofthecryptvinyl, amount = 1},
ITEM = {slot = 1321, stringID = topaz, amount = 1},
ITEM = {slot = 1322, stringID = deepsnowstonepressureplate, amount = 1},
ITEM = {slot = 1323, stringID = superiorhealthpotion, amount = 1},
ITEM = {slot = 1324, stringID = rollingpin, amount = 1},
ITEM = {slot = 1325, stringID = quartzchestplate, amount = 1},
ITEM = {slot = 1326, stringID = claygauntlet, amount = 1},
ITEM = {slot = 1327, stringID = itemattractor, amount = 1},
ITEM = {slot = 1328, stringID = demonicsword, amount = 1},
ITEM = {slot = 1329, stringID = bluediningset, amount = 1},
ITEM = {slot = 1330, stringID = maplebathtub, amount = 1},
ITEM = {slot = 1331, stringID = glacialore, amount = 1},
ITEM = {slot = 1332, stringID = bone, amount = 1},
ITEM = {slot = 1333, stringID = cryptfencegate, amount = 1},
ITEM = {slot = 1334, stringID = rubyclusterpure, amount = 1},
ITEM = {slot = 1335, stringID = frenzyorb, amount = 1},
ITEM = {slot = 1336, stringID = windboots, amount = 1},
ITEM = {slot = 1337, stringID = airvessel, amount = 1},
ITEM = {slot = 1338, stringID = cavelingsfoot, amount = 1},
ITEM = {slot = 1339, stringID = eggcellentbanner, amount = 1},
ITEM = {slot = 1340, stringID = friedpork, amount = 1},
ITEM = {slot = 1341, stringID = grassseed, amount = 1},
ITEM = {slot = 1342, stringID = parrybuckler, amount = 1},
ITEM = {slot = 1343, stringID = raspberrysapling, amount = 1},
ITEM = {slot = 1344, stringID = templeexit, amount = 1},
ITEM = {slot = 1345, stringID = dungeoncandelabra, amount = 1},
ITEM = {slot = 1346, stringID = lightninghammer, amount = 1},
ITEM = {slot = 1347, stringID = bloodgoblet, amount = 1},
ITEM = {slot = 1348, stringID = deadwoodcabinet, amount = 1},
ITEM = {slot = 1349, stringID = dryadlog, amount = 1},
ITEM = {slot = 1350, stringID = shadowmantle, amount = 1},
ITEM = {slot = 1351, stringID = maplecandelabra, amount = 1},
ITEM = {slot = 1352, stringID = woodfence, amount = 1},
ITEM = {slot = 1353, stringID = jumpingball, amount = 1},
ITEM = {slot = 1354, stringID = katana, amount = 1},
ITEM = {slot = 1355, stringID = ancientmummystatue, amount = 1},
ITEM = {slot = 1356, stringID = arcanicpath, amount = 1},
ITEM = {slot = 1357, stringID = spideregg, amount = 1},
ITEM = {slot = 1358, stringID = bamboobed, amount = 1},
ITEM = {slot = 1359, stringID = bloodessence, amount = 1},
ITEM = {slot = 1360, stringID = friedegg, amount = 1},
ITEM = {slot = 1361, stringID = myceliumscarf, amount = 1},
ITEM = {slot = 1362, stringID = dungeondisplay, amount = 1},
ITEM = {slot = 1363, stringID = oaktreestump, amount = 1},
ITEM = {slot = 1364, stringID = shellofretribution, amount = 1},
ITEM = {slot = 1365, stringID = bananapudding, amount = 1},
ITEM = {slot = 1366, stringID = overgrownplainsgrasstile, amount = 1},
ITEM = {slot = 1367, stringID = tungstencarpentersbench, amount = 1},
ITEM = {slot = 1368, stringID = palmfloor, amount = 1},
ITEM = {slot = 1369, stringID = slimylauncher, amount = 1},
ITEM = {slot = 1370, stringID = mobilitycloak, amount = 1},
ITEM = {slot = 1371, stringID = dryadsapling, amount = 1},
ITEM = {slot = 1372, stringID = frozenwave, amount = 1},
ITEM = {slot = 1373, stringID = dirttile, amount = 1},
ITEM = {slot = 1374, stringID = guardianbracelet, amount = 1},
ITEM = {slot = 1375, stringID = carp, amount = 1},
ITEM = {slot = 1376, stringID = necroticbow, amount = 1},
ITEM = {slot = 1377, stringID = slimesample, amount = 1},
ITEM = {slot = 1378, stringID = spideritehat, amount = 1},
ITEM = {slot = 1379, stringID = pinebed, amount = 1},
